okres;orp;pohlavi;vek_kat;komplikovany;jip;kyslik;upv;ecmo;delka_hosp;stav;pocet_pac
CZ0722;7208;Z;65+;;;1;0;0;15+ dní;Propuštěn;11
CZ0514;5108;Z;65+;;;1;0;0;3-7 dní;Propuštěn;1
CZ0715;7113;M;65+;1;;0;0;0;3-7 dní;Zemřel;1
CZ0524;5213;M;65+;1;1;0;0;0;1 den;Hospitalizován;1
CZ0100;0;Z;65+;1;;1;0;0;3-7 dní;Zemřel;53
CZ0631;6302;M;65+;;1;0;0;0;8-14 dní;Propuštěn;1
CZ0413;4107;M;65+;;1;1;0;0;8-14 dní;Hospitalizován;1
CZ0321;3202;M;65+;1;1;1;0;0;2 dny;Zemřel;1
CZ0635;6315;M;65+;1;;1;0;0;2 dny;Zemřel;1
CZ0203;2009;Z;65+;1;1;1;1;0;15+ dní;Zemřel;2
CZ0632;6312;Z;65+;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0723;7212;Z;0-19;;;1;0;0;2 dny;Propuštěn;1
CZ0724;7213;M;20-64;1;1;1;1;0;15+ dní;Zemřel;1
CZ0201;2001;Z;65+;;;1;0;0;3-7 dní;Hospitalizován;4
CZ0724;7205;M;65+;;;0;0;0;3-7 dní;Propuštěn;3
CZ0316;3111;M;65+;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0511;5106;Z;65+;1;1;1;0;0;15+ dní;Propuštěn;1
CZ0646;6405;Z;65+;;;1;0;0;15+ dní;Zemřel;2
CZ0723;7210;Z;65+;1;;1;0;0;3-7 dní;Zemřel;1
CZ0316;3101;Z;65+;;;1;0;0;15+ dní;Propuštěn;4
CZ0635;6315;Z;65+;1;1;0;1;1;15+ dní;Zemřel;1
CZ0412;4103;M;65+;1;1;1;0;0;1 den;Zemřel;1
CZ0635;6314;M;65+;1;1;1;0;0;15+ dní;Propuštěn;1
CZ0411;9999;M;65+;;;1;0;0;3-7 dní;Hospitalizován;2
CZ0525;5214;M;20-64;;;1;0;0;8-14 dní;Hospitalizován;5
CZ0632;6305;Z;65+;;;1;0;0;3-7 dní;Hospitalizován;3
CZ0312;3106;M;65+;;;1;0;0;2 dny;Propuštěn;1
CZ0209;2022;Z;65+;1;1;1;0;0;15+ dní;Hospitalizován;1
CZ0641;6401;M;20-64;;;0;0;0;3-7 dní;Hospitalizován;2
CZ0100;0;Z;65+;;;0;0;0;15+ dní;Propuštěn;258
CZ0534;5313;M;20-64;;;1;0;0;1 den;Propuštěn;1
CZ0423;4208;M;20-64;1;1;0;1;0;15+ dní;Propuštěn;1
CZ0209;2022;M;65+;1;;1;0;0;8-14 dní;Propuštěn;1
CZ020A;9999;Z;65+;;;1;0;0;8-14 dní;Propuštěn;1
CZ0644;6407;M;20-64;1;1;0;1;0;3-7 dní;Propuštěn;1
CZ0208;2019;M;65+;;1;1;0;0;8-14 dní;Zemřel;1
CZ0412;4103;M;65+;;;1;0;0;15+ dní;Zemřel;5
CZ0806;8019;Z;65+;;;1;0;0;3-7 dní;Propuštěn;63
CZ0645;6410;Z;65+;;;0;0;0;2 dny;Propuštěn;9
CZ0324;3210;M;20-64;;;0;0;0;8-14 dní;Hospitalizován;2
CZ0205;2012;Z;65+;;1;1;0;0;8-14 dní;Propuštěn;4
CZ0635;6301;M;65+;1;1;1;0;0;8-14 dní;Zemřel;2
CZ0100;0;M;20-64;;;0;0;0;15+ dní;Hospitalizován;7
CZ0632;6305;M;65+;1;1;1;1;0;3-7 dní;Zemřel;1
CZ0532;5309;Z;65+;;1;1;0;0;15+ dní;Propuštěn;1
CZ0322;3203;Z;65+;;1;1;0;0;8-14 dní;Hospitalizován;1
CZ0806;8019;M;20-64;;1;0;0;0;8-14 dní;Propuštěn;2
CZ0203;2024;M;65+;1;1;1;0;0;15+ dní;Propuštěn;3
CZ0647;6420;Z;20-64;;;1;0;0;1 den;Propuštěn;1
CZ0311;9999;M;65+;1;;1;0;0;1 den;Zemřel;1
CZ0522;5207;M;65+;1;1;1;1;0;3-7 dní;Zemřel;3
CZ0803;8004;Z;65+;1;;0;0;0;1 den;Zemřel;1
CZ0423;4208;M;65+;;1;1;0;0;15+ dní;Propuštěn;1
CZ0644;6404;M;65+;;;1;0;0;15+ dní;Propuštěn;17
CZ0421;4202;Z;20-64;;;1;0;0;2 dny;Zemřel;1
CZ0208;2019;M;65+;;1;1;0;0;2 dny;Propuštěn;1
CZ0427;4214;M;0-19;;;0;0;0;3-7 dní;Propuštěn;2
CZ0411;4105;Z;65+;;;1;0;0;15+ dní;Propuštěn;6
CZ0806;8019;M;65+;;;0;0;0;8-14 dní;Propuštěn;75
CZ0312;3103;M;65+;1;1;1;0;0;15+ dní;Zemřel;3
CZ0206;2011;Z;65+;1;;1;0;0;8-14 dní;Propuštěn;1
CZ0316;3111;M;65+;1;1;0;1;0;8-14 dní;Propuštěn;1
CZ0634;6313;M;65+;;;0;0;0;1 den;Propuštěn;7
CZ0323;9999;M;65+;;;1;0;0;8-14 dní;Propuštěn;3
CZ0207;2015;Z;65+;;;1;0;0;1 den;Hospitalizován;1
CZ0712;7107;M;65+;1;1;0;1;0;15+ dní;Propuštěn;2
CZ0804;8005;M;20-64;;;0;0;0;2 dny;Propuštěn;2
CZ0209;2003;M;20-64;1;;1;0;0;3-7 dní;Propuštěn;1
CZ0722;7208;M;65+;1;1;1;1;0;3-7 dní;Propuštěn;1
CZ0712;7110;M;20-64;1;;1;0;0;15+ dní;Zemřel;1
CZ0327;3215;M;65+;;;1;0;0;15+ dní;Zemřel;4
CZ0523;5206;M;65+;1;;1;0;0;3-7 dní;Zemřel;5
CZ0206;2014;M;20-64;;;0;0;0;1 den;Propuštěn;2
CZ0523;5211;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;5
CZ0647;6412;Z;65+;;;0;0;0;3-7 dní;Hospitalizován;2
CZ0715;7113;Z;65+;1;;0;0;0;8-14 dní;Zemřel;1
CZ0513;5105;Z;20-64;1;1;0;1;0;15+ dní;Propuštěn;1
CZ0311;9999;Z;65+;;;1;0;0;8-14 dní;Propuštěn;2
CZ0724;7209;M;65+;1;1;1;1;0;15+ dní;Propuštěn;4
CZ0635;6314;M;65+;1;;0;0;0;2 dny;Propuštěn;1
CZ0644;6404;M;20-64;;;0;0;0;2 dny;Propuštěn;6
CZ0514;5109;M;20-64;;;1;0;0;8-14 dní;Propuštěn;1
CZ0645;6410;M;20-64;;;1;0;0;8-14 dní;Propuštěn;9
CZ0635;6308;M;65+;1;1;1;1;0;15+ dní;Zemřel;2
CZ020B;2020;M;20-64;1;1;0;1;0;8-14 dní;Propuštěn;2
CZ0421;4215;M;65+;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0713;7108;Z;65+;1;;1;0;0;3-7 dní;Zemřel;7
CZ0644;6404;M;65+;1;1;0;0;0;8-14 dní;Zemřel;1
CZ0204;2010;Z;20-64;;1;1;0;0;8-14 dní;Propuštěn;1
CZ0803;8008;M;20-64;;1;0;0;0;3-7 dní;Propuštěn;3
CZ0724;7204;M;65+;;;1;0;0;15+ dní;Zemřel;1
CZ0533;5308;M;20-64;;;0;0;0;2 dny;Propuštěn;2
CZ0635;6315;M;65+;1;1;1;0;0;3-7 dní;Propuštěn;1
CZ0806;8019;M;65+;;1;0;0;0;1 den;Propuštěn;1
CZ0208;2019;M;20-64;1;1;1;1;0;8-14 dní;Hospitalizován;1
CZ0722;7208;M;20-64;1;1;1;0;0;8-14 dní;Propuštěn;2
CZ0805;8013;M;20-64;1;1;1;0;0;15+ dní;Propuštěn;1
CZ0422;4203;Z;65+;1;1;1;0;0;2 dny;Zemřel;3
CZ0631;6302;M;65+;;;1;0;0;1 den;Propuštěn;1
CZ0207;2016;Z;0-19;;;0;0;0;3-7 dní;Propuštěn;1
CZ0724;7209;M;65+;;;0;0;0;15+ dní;Propuštěn;6
CZ0524;5202;M;20-64;;;1;0;0;3-7 dní;Hospitalizován;2
CZ0632;6305;M;65+;;1;1;0;0;3-7 dní;Zemřel;3
CZ0645;6418;M;65+;;1;0;0;0;3-7 dní;Propuštěn;1
CZ0531;5304;Z;65+;;;1;0;0;3-7 dní;Propuštěn;21
CZ0327;9999;Z;65+;;;1;0;0;3-7 dní;Zemřel;3
CZ0643;6421;Z;20-64;;;1;0;0;1 den;Propuštěn;1
CZ0100;0;Z;65+;;;1;0;0;1 den;Propuštěn;21
CZ0205;2012;M;65+;1;1;1;1;0;3-7 dní;Propuštěn;1
CZ0645;6406;M;65+;1;1;1;0;0;3-7 dní;Zemřel;1
CZ0203;2009;M;65+;1;1;1;1;0;15+ dní;Hospitalizován;2
CZ0631;6304;M;20-64;;;1;0;0;3-7 dní;Hospitalizován;2
CZ0712;7107;M;65+;1;1;0;0;0;8-14 dní;Propuštěn;1
CZ0721;7203;Z;20-64;;;1;0;0;15+ dní;Propuštěn;2
CZ0321;3204;Z;65+;;;1;0;0;2 dny;Zemřel;1
CZ0722;7207;Z;20-64;;;1;0;0;8-14 dní;Hospitalizován;2
CZ0804;8012;Z;65+;1;;1;0;0;8-14 dní;Propuštěn;1
CZ0201;2025;M;65+;;;0;0;0;8-14 dní;Propuštěn;4
CZ0532;5309;Z;65+;;;0;0;0;15+ dní;Propuštěn;11
CZ0722;7207;Z;65+;1;;0;0;0;3-7 dní;Zemřel;2
CZ0523;5209;M;65+;1;1;0;1;0;15+ dní;Zemřel;2
CZ0205;2004;M;65+;;;1;0;0;3-7 dní;Zemřel;2
CZ020B;2023;Z;65+;;;1;0;0;15+ dní;Propuštěn;1
CZ0521;5212;M;65+;1;1;1;0;0;8-14 dní;Zemřel;1
CZ0422;4204;Z;65+;;;0;0;0;3-7 dní;Propuštěn;11
CZ0202;2008;M;20-64;;;1;0;0;8-14 dní;Hospitalizován;1
CZ0523;5206;Z;65+;;;0;0;0;8-14 dní;Propuštěn;17
CZ0802;8006;M;20-64;1;;0;0;0;3-7 dní;Propuštěn;1
CZ0644;6411;Z;65+;;;0;0;0;3-7 dní;Propuštěn;10
CZ0534;5313;Z;65+;1;1;1;1;0;15+ dní;Hospitalizován;1
CZ0645;6410;Z;65+;1;;1;0;0;15+ dní;Propuštěn;1
CZ020B;2020;M;20-64;;;1;0;0;1 den;Propuštěn;1
CZ0534;5301;Z;65+;;;0;0;0;3-7 dní;Propuštěn;1
CZ0206;2011;M;65+;1;;1;0;0;3-7 dní;Zemřel;3
CZ0512;5103;M;65+;;;0;0;0;2 dny;Zemřel;1
CZ0724;7209;Z;65+;;1;0;0;0;8-14 dní;Propuštěn;1
CZ0805;8017;Z;65+;;1;1;0;0;3-7 dní;Zemřel;3
CZ0512;5109;M;65+;;;1;0;0;3-7 dní;Propuštěn;1
CZ0715;7113;M;65+;;;1;0;0;1 den;Zemřel;1
CZ0423;9999;Z;65+;;;1;0;0;8-14 dní;Propuštěn;1
CZ0313;3105;M;20-64;;;0;0;0;8-14 dní;Propuštěn;6
CZ0634;6313;M;65+;;;1;0;0;8-14 dní;Propuštěn;2
CZ0532;5309;Z;65+;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0424;4210;Z;65+;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0531;5304;M;20-64;;;0;0;0;3-7 dní;Propuštěn;9
CZ0317;3110;M;20-64;;;1;0;0;8-14 dní;Propuštěn;4
CZ0521;5205;Z;20-64;1;1;0;0;0;3-7 dní;Propuštěn;1
CZ0523;9999;Z;65+;;;1;0;0;15+ dní;Propuštěn;1
CZ0713;7108;Z;65+;1;;1;0;0;15+ dní;Propuštěn;4
CZ0641;6402;Z;65+;1;1;0;1;0;2 dny;Zemřel;1
CZ0413;4107;Z;20-64;1;1;1;1;0;15+ dní;Zemřel;1
CZ020B;2023;Z;20-64;;1;1;0;0;3-7 dní;Propuštěn;1
CZ0712;7107;Z;65+;;1;0;0;0;3-7 dní;Propuštěn;1
CZ0413;4107;Z;65+;;;1;0;0;2 dny;Zemřel;6
CZ020B;2007;M;65+;;1;1;0;0;1 den;Propuštěn;1
CZ0802;8006;M;65+;;;1;0;0;8-14 dní;Hospitalizován;5
CZ0427;4214;M;65+;1;1;1;1;0;3-7 dní;Zemřel;1
CZ0411;4105;Z;65+;;;1;0;0;3-7 dní;Hospitalizován;5
CZ0513;5105;M;0-19;;;0;0;0;8-14 dní;Propuštěn;1
CZ0647;6420;Z;65+;;;0;0;0;3-7 dní;Propuštěn;24
CZ0634;6307;Z;65+;1;;0;0;0;2 dny;Zemřel;1
CZ0524;5202;M;65+;;;1;0;0;3-7 dní;Zemřel;1
CZ0712;7107;M;65+;1;1;1;0;0;15+ dní;Propuštěn;15
CZ0713;7108;Z;65+;1;1;0;1;0;8-14 dní;Propuštěn;1
CZ0201;9999;M;65+;;1;1;0;0;15+ dní;Propuštěn;1
CZ0803;8002;M;65+;;;1;0;0;15+ dní;Propuštěn;5
CZ0632;9999;Z;65+;;;1;0;0;15+ dní;Propuštěn;1
CZ0714;7101;M;65+;1;;1;0;0;8-14 dní;Zemřel;2
CZ0804;8012;M;20-64;1;1;1;1;0;3-7 dní;Hospitalizován;1
CZ0646;6415;M;65+;1;1;0;1;0;3-7 dní;Zemřel;2
CZ0412;4106;Z;65+;1;1;0;1;0;3-7 dní;Zemřel;1
CZ0722;7208;M;20-64;1;;1;0;0;2 dny;Propuštěn;1
CZ0201;2001;M;20-64;;;1;0;0;3-7 dní;Propuštěn;12
CZ0411;4105;Z;20-64;;;0;0;0;8-14 dní;Hospitalizován;1
CZ0422;4203;M;20-64;1;1;1;0;0;3-7 dní;Propuštěn;2
CZ0205;2012;Z;65+;1;;0;0;0;1 den;Propuštěn;1
CZ0311;3102;M;65+;;;0;0;0;1 den;Zemřel;1
CZ0804;8015;Z;20-64;;;1;0;0;3-7 dní;Propuštěn;8
CZ0423;4205;M;20-64;;;1;0;0;3-7 dní;Hospitalizován;2
CZ0421;4202;Z;65+;;;1;0;0;3-7 dní;Zemřel;8
CZ0206;2014;M;65+;;1;0;0;0;3-7 dní;Propuštěn;1
CZ0325;3208;Z;65+;1;1;0;1;0;2 dny;Zemřel;2
CZ0642;6403;M;65+;;1;1;0;0;8-14 dní;Propuštěn;12
CZ0805;8013;Z;65+;;1;1;0;0;3-7 dní;Propuštěn;1
CZ0712;7107;M;0-19;;;0;0;0;3-7 dní;Propuštěn;1
CZ0534;5301;Z;20-64;;;0;0;0;15+ dní;Propuštěn;1
CZ0426;4213;Z;65+;1;;0;0;0;8-14 dní;Zemřel;2
CZ0534;5305;Z;65+;;;0;0;0;2 dny;Propuštěn;1
CZ0635;6315;Z;65+;1;1;1;1;0;15+ dní;Propuštěn;1
CZ0424;4207;M;20-64;;;0;0;0;3-7 dní;Propuštěn;4
CZ0311;3102;M;65+;1;1;0;0;0;8-14 dní;Zemřel;2
CZ0712;7112;M;65+;;;1;0;0;15+ dní;Propuštěn;10
CZ0201;2001;Z;65+;;;0;0;0;8-14 dní;Zemřel;2
CZ0202;2002;M;65+;1;1;0;1;0;8-14 dní;Propuštěn;1
CZ0643;6421;M;65+;1;1;1;1;0;15+ dní;Zemřel;2
CZ0634;6313;M;65+;1;;0;0;0;2 dny;Zemřel;7
CZ0634;6313;M;20-64;1;1;0;1;1;8-14 dní;Propuštěn;1
CZ0512;5108;Z;65+;;;0;0;0;3-7 dní;Zemřel;3
CZ0425;4209;M;20-64;;;0;0;0;2 dny;Propuštěn;2
CZ0724;7211;M;65+;;;0;0;0;3-7 dní;Hospitalizován;2
CZ0645;6418;M;20-64;1;1;0;1;0;15+ dní;Zemřel;1
CZ0522;5207;M;65+;;;0;0;0;8-14 dní;Zemřel;2
CZ0100;0;Z;65+;;1;1;0;0;3-7 dní;Zemřel;13
CZ0712;7110;Z;65+;1;1;0;0;0;2 dny;Zemřel;1
CZ0644;6404;M;20-64;;1;1;0;0;15+ dní;Propuštěn;2
CZ0631;6304;M;65+;;;1;0;0;8-14 dní;Propuštěn;13
CZ0513;5109;Z;65+;1;;1;0;0;3-7 dní;Zemřel;1
CZ0323;3209;Z;20-64;;1;1;0;0;3-7 dní;Propuštěn;3
CZ0411;4101;M;20-64;;;1;0;0;3-7 dní;Propuštěn;5
CZ0521;5205;M;20-64;;;1;0;0;2 dny;Propuštěn;3
CZ0714;7109;M;65+;;;0;0;0;1 den;Propuštěn;2
CZ0714;7104;Z;65+;1;;0;0;0;3-7 dní;Zemřel;1
CZ0642;6403;M;20-64;;;1;0;0;2 dny;Hospitalizován;1
CZ0801;8014;M;20-64;1;1;1;1;0;3-7 dní;Propuštěn;1
CZ0801;8014;Z;20-64;;;1;0;0;15+ dní;Propuštěn;4
CZ0534;5313;Z;20-64;1;;1;0;0;3-7 dní;Propuštěn;1
CZ0531;5304;Z;65+;1;1;1;1;0;15+ dní;Zemřel;5
CZ0316;3111;M;65+;1;;1;0;0;2 dny;Propuštěn;1
CZ0524;5208;M;20-64;;;0;0;0;15+ dní;Propuštěn;2
CZ0804;8016;M;65+;;;1;0;0;15+ dní;Zemřel;1
CZ020C;2021;Z;65+;1;1;1;0;0;8-14 dní;Hospitalizován;1
CZ0534;5315;M;65+;1;1;0;1;0;2 dny;Zemřel;1
CZ0802;8010;M;65+;1;;1;0;0;8-14 dní;Zemřel;1
CZ0313;3104;Z;65+;1;1;1;1;0;15+ dní;Zemřel;1
CZ0324;3210;M;65+;;;1;0;0;8-14 dní;Hospitalizován;3
CZ0534;5314;M;65+;1;;1;0;0;8-14 dní;Zemřel;2
CZ0321;3202;M;0-19;;;0;0;0;8-14 dní;Hospitalizován;1
CZ0532;5309;Z;65+;;1;1;0;0;3-7 dní;Hospitalizován;1
CZ020B;2007;Z;65+;1;1;1;1;0;15+ dní;Hospitalizován;1
CZ0326;3211;M;65+;;;1;0;0;3-7 dní;Propuštěn;7
CZ0632;6305;M;65+;1;1;1;0;0;8-14 dní;Propuštěn;2
CZ0804;8016;M;20-64;;;1;0;0;2 dny;Hospitalizován;1
CZ0422;4204;Z;20-64;;;0;0;0;2 dny;Propuštěn;3
CZ020C;2021;M;65+;;;1;0;0;1 den;Hospitalizován;2
CZ0722;7207;M;65+;1;;0;0;0;2 dny;Zemřel;1
CZ0208;2013;M;20-64;1;1;0;0;0;8-14 dní;Hospitalizován;1
CZ0205;2004;M;65+;;;1;0;0;2 dny;Zemřel;3
CZ0412;4103;M;65+;1;1;1;1;0;8-14 dní;Zemřel;4
CZ0314;3108;M;20-64;;1;1;0;0;3-7 dní;Propuštěn;2
CZ0635;6315;M;65+;;;1;0;0;1 den;Propuštěn;3
CZ0311;3102;M;65+;;;1;0;0;8-14 dní;Zemřel;7
CZ0711;7102;M;65+;;;1;0;0;15+ dní;Zemřel;1
CZ0646;6415;M;65+;1;1;0;1;0;2 dny;Zemřel;1
CZ0634;6313;M;20-64;;;0;0;0;2 dny;Propuštěn;26
CZ0421;4202;M;20-64;1;;1;0;0;8-14 dní;Hospitalizován;1
CZ0643;6409;M;20-64;;;0;0;0;1 den;Propuštěn;5
CZ0533;5310;Z;65+;;;0;0;0;1 den;Propuštěn;11
CZ0533;5308;Z;65+;;;1;0;0;8-14 dní;Zemřel;2
CZ0202;2008;Z;20-64;;;1;0;0;1 den;Hospitalizován;1
CZ0642;6403;Z;65+;;1;1;0;0;1 den;Propuštěn;1
CZ0322;3203;M;65+;1;1;0;1;0;8-14 dní;Zemřel;1
CZ0311;3113;M;65+;;;1;0;0;8-14 dní;Propuštěn;4
CZ0523;5211;M;65+;1;;1;0;0;2 dny;Zemřel;2
CZ0327;3215;M;65+;1;;1;0;0;8-14 dní;Zemřel;1
CZ0325;3208;Z;65+;;;0;0;0;1 den;Propuštěn;5
CZ0321;3202;M;65+;1;;0;0;0;2 dny;Zemřel;1
CZ0325;3206;M;20-64;;;1;0;0;3-7 dní;Propuštěn;4
CZ0641;6401;M;65+;1;1;1;1;0;8-14 dní;Propuštěn;2
CZ0804;8012;M;65+;1;1;1;1;0;3-7 dní;Zemřel;1
CZ0426;4201;Z;65+;1;;1;0;0;8-14 dní;Zemřel;2
CZ0207;9999;M;20-64;1;1;1;1;0;3-7 dní;Zemřel;1
CZ0644;6407;Z;20-64;;;0;0;0;15+ dní;Propuštěn;1
CZ0532;5309;Z;65+;1;1;1;1;0;15+ dní;Propuštěn;7
CZ0201;2025;M;20-64;1;1;1;0;0;8-14 dní;Propuštěn;2
CZ0644;6404;M;20-64;1;1;1;1;0;8-14 dní;Zemřel;1
CZ0521;5205;M;20-64;1;;1;0;0;8-14 dní;Propuštěn;1
CZ0805;8013;Z;65+;;;0;0;0;3-7 dní;Propuštěn;7
CZ0533;5307;Z;65+;1;1;1;0;0;15+ dní;Zemřel;2
CZ0209;2022;M;65+;;1;1;0;0;8-14 dní;Propuštěn;4
CZ0203;2009;Z;20-64;;;1;0;0;8-14 dní;Propuštěn;11
CZ0715;7111;Z;65+;;;1;0;0;15+ dní;Zemřel;1
CZ0641;6401;M;65+;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0202;2002;M;65+;;;1;0;0;1 den;Propuštěn;1
CZ0100;0;M;20-64;;1;1;0;0;15+ dní;Hospitalizován;1
CZ0203;2009;Z;65+;;;1;0;0;1 den;Propuštěn;6
CZ0201;2025;Z;65+;;;1;0;0;3-7 dní;Propuštěn;11
CZ0209;2022;Z;65+;1;1;0;1;0;15+ dní;Hospitalizován;1
CZ020B;2020;M;65+;;;0;0;0;8-14 dní;Propuštěn;7
CZ0722;7208;M;65+;;1;1;0;0;3-7 dní;Propuštěn;1
CZ0312;3106;M;65+;;;0;0;0;2 dny;Propuštěn;2
CZ0100;0;Z;65+;;;1;0;0;15+ dní;Propuštěn;209
CZ0412;4106;M;65+;;;1;0;0;2 dny;Zemřel;1
CZ0426;4213;M;65+;1;;1;0;0;3-7 dní;Zemřel;10
CZ0635;6315;M;65+;1;1;1;1;0;3-7 dní;Zemřel;2
CZ0806;9999;Z;20-64;;;0;0;0;3-7 dní;Propuštěn;5
CZ0805;8013;M;65+;;;0;0;0;1 den;Propuštěn;2
CZ0208;2019;Z;65+;;;1;0;0;2 dny;Propuštěn;3
CZ0311;3102;M;65+;;1;1;0;0;8-14 dní;Zemřel;1
CZ0643;6414;Z;65+;;1;0;0;0;3-7 dní;Propuštěn;1
CZ0322;3205;Z;65+;;;0;0;0;2 dny;Propuštěn;3
CZ0413;4107;Z;65+;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0804;8001;Z;65+;1;1;1;0;0;15+ dní;Propuštěn;1
CZ0513;5102;Z;65+;1;1;1;0;0;3-7 dní;Hospitalizován;1
CZ0317;3112;Z;65+;1;1;0;1;0;8-14 dní;Zemřel;3
CZ0513;5105;Z;20-64;;;1;0;0;1 den;Zemřel;1
CZ0315;3109;M;20-64;;;0;0;0;1 den;Zemřel;1
CZ0724;7205;Z;20-64;1;1;0;1;0;3-7 dní;Zemřel;1
CZ0423;4205;M;65+;;;1;0;0;15+ dní;Propuštěn;5
CZ0803;8004;M;65+;1;1;1;0;0;1 den;Zemřel;1
CZ0204;2010;Z;20-64;1;1;1;0;0;8-14 dní;Propuštěn;2
CZ0524;5202;M;65+;;;1;0;0;2 dny;Zemřel;2
CZ0322;3203;M;65+;;;1;0;0;2 dny;Zemřel;3
CZ0313;3105;M;65+;;;1;0;0;15+ dní;Propuštěn;11
CZ0645;6410;Z;65+;1;;1;0;0;3-7 dní;Propuštěn;2
CZ0312;3103;Z;20-64;1;1;1;0;0;3-7 dní;Propuštěn;2
CZ0512;5103;Z;65+;;;1;0;0;3-7 dní;Hospitalizován;4
CZ0641;6401;Z;65+;1;;1;0;0;3-7 dní;Zemřel;1
CZ0205;2004;M;65+;1;;1;0;0;3-7 dní;Propuštěn;1
CZ0645;6410;M;65+;1;;1;0;0;15+ dní;Zemřel;2
CZ0801;8003;Z;20-64;1;1;1;0;0;8-14 dní;Hospitalizován;1
CZ0322;3214;M;65+;;;1;0;0;15+ dní;Propuštěn;4
CZ0804;8001;Z;65+;;1;1;0;0;8-14 dní;Hospitalizován;1
CZ0644;6404;M;65+;;1;1;0;0;8-14 dní;Propuštěn;3
CZ0532;5309;M;65+;;;0;0;0;3-7 dní;Propuštěn;5
CZ0208;2013;Z;20-64;;;1;0;0;2 dny;Propuštěn;6
CZ0533;5312;Z;20-64;1;1;1;1;0;15+ dní;Propuštěn;1
CZ0804;8012;Z;20-64;;1;1;0;0;8-14 dní;Propuštěn;1
CZ0323;3209;M;65+;1;1;0;1;0;15+ dní;Hospitalizován;1
CZ0722;7207;M;20-64;;;1;0;0;2 dny;Propuštěn;1
CZ0724;7209;Z;20-64;;;1;0;0;8-14 dní;Propuštěn;7
CZ0421;4202;M;20-64;1;1;1;1;0;8-14 dní;Propuštěn;1
CZ0806;8019;Z;65+;;;1;0;0;8-14 dní;Zemřel;23
CZ0203;2009;M;65+;1;1;1;1;0;15+ dní;Propuštěn;1
CZ0311;3115;Z;65+;;;1;0;0;8-14 dní;Propuštěn;3
CZ0644;6404;M;0-19;;;0;0;0;2 dny;Propuštěn;1
CZ0635;6314;Z;20-64;;;1;0;0;2 dny;Propuštěn;3
CZ0521;5205;Z;65+;;;1;0;0;1 den;Propuštěn;1
CZ0803;8004;M;65+;;1;1;0;0;8-14 dní;Propuštěn;1
CZ0324;3201;Z;65+;;;1;0;0;1 den;Zemřel;1
CZ0635;6301;Z;0-19;;;0;0;0;2 dny;Propuštěn;1
CZ0322;3205;M;65+;1;;1;0;0;8-14 dní;Zemřel;2
CZ0804;8005;M;65+;1;;1;0;0;8-14 dní;Zemřel;3
CZ0525;5203;M;20-64;1;1;1;0;0;8-14 dní;Propuštěn;1
CZ0324;3212;Z;20-64;1;1;0;1;0;15+ dní;Zemřel;1
CZ0412;4106;Z;20-64;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0424;4216;Z;65+;;;1;0;0;3-7 dní;Propuštěn;11
CZ0525;5214;M;65+;;;1;0;0;8-14 dní;Hospitalizován;4
CZ0634;6313;M;65+;1;1;0;0;0;1 den;Zemřel;1
CZ0533;5308;Z;65+;;;1;0;0;3-7 dní;Zemřel;4
CZ0523;5209;Z;65+;;;0;0;0;15+ dní;Propuštěn;2
CZ0513;5105;Z;65+;;;0;0;0;1 den;Propuštěn;4
CZ0203;2024;Z;20-64;;1;1;0;0;8-14 dní;Propuštěn;3
CZ0413;4107;M;20-64;1;;0;0;0;3-7 dní;Hospitalizován;2
CZ0100;0;M;20-64;1;;1;0;0;8-14 dní;Propuštěn;13
CZ0806;8019;M;20-64;;;0;0;0;15+ dní;Hospitalizován;1
CZ0804;8012;Z;20-64;1;;1;0;0;8-14 dní;Propuštěn;1
CZ0201;2001;Z;65+;;;0;0;0;1 den;Zemřel;1
CZ0635;6314;Z;65+;;;1;0;0;3-7 dní;Propuštěn;2
CZ0723;7210;M;65+;;;1;0;0;2 dny;Propuštěn;1
CZ0632;6305;Z;20-64;;;1;0;0;3-7 dní;Hospitalizován;1
CZ0202;2002;Z;65+;;;1;0;0;1 den;Propuštěn;1
CZ0313;3104;M;20-64;;;1;0;0;1 den;Propuštěn;2
CZ0514;5104;Z;20-64;1;;1;0;0;8-14 dní;Hospitalizován;1
CZ0202;2008;M;20-64;;;1;0;0;2 dny;Propuštěn;1
CZ0209;2022;M;65+;1;1;0;1;0;15+ dní;Propuštěn;1
CZ0633;6309;M;65+;1;;1;0;0;8-14 dní;Zemřel;1
CZ0411;4102;Z;20-64;;;1;0;0;15+ dní;Zemřel;1
CZ0311;3113;Z;65+;1;;0;0;0;2 dny;Zemřel;1
CZ0201;2026;Z;65+;;;1;0;0;3-7 dní;Zemřel;2
CZ0722;7208;Z;65+;1;1;1;0;0;8-14 dní;Zemřel;1
CZ0202;2008;Z;65+;;;0;0;0;1 den;Propuštěn;9
